image_path,label,blue_mean,blue_std,blue_peak_pos,blue_peak_val,blue_entropy,blue-yellow_mean,blue-yellow_std,blue-yellow_peak_pos,blue-yellow_peak_val,blue-yellow_entropy,green_mean,green_std,green_peak_pos,green_peak_val,green_entropy,green-magenta_mean,green-magenta_std,green-magenta_peak_pos,green-magenta_peak_val,green-magenta_entropy,hue_mean,hue_std,hue_peak_pos,hue_peak_val,hue_entropy,lightness_mean,lightness_std,lightness_peak_pos,lightness_peak_val,lightness_entropy,red_mean,red_std,red_peak_pos,red_peak_val,red_entropy,saturation_mean,saturation_std,saturation_peak_pos,saturation_peak_val,saturation_entropy,value_mean,value_std,value_peak_pos,value_peak_val,value_entropy
./data/train/Apple/Apple_scab/image (558).JPG,Apple_scab,48.34763093449146,40.388655356515166,8,0.033410948,6.9348474,135.4765895112614,7.711386832390398,144,0.073779,4.7027073,82.62695323283697,48.2221778756471,12,0.030269027,7.3210936,111.78003712901409,11.778908187289161,128,0.066878,5.178363,80.99831662052384,23.730207096436427,69,0.08250344,5.412628,80.30285854094473,49.74441554881275,8,0.038207985,7.2709217,63.400202147509845,42.565611110899454,13,0.03228883,7.1203814,120.90978149489092,51.88837592303346,98,0.024069346,7.5668325,83.86529025709387,48.2853642291593,13,0.02892249,7.3362074
./data/train/Apple/Apple_scab/image (606).JPG,Apple_scab,61.20884379171184,16.491314909874372,62,0.030858539,6.050459,137.7595757101808,5.454385692903622,141,0.10554676,4.317451,97.98052933869985,20.38047484841734,107,0.033219453,6.156156,109.38596766178307,7.435191755901027,106,0.08365969,4.7354817,72.15162622416392,15.931779764741227,70,0.08007666,5.0059037,97.44637921954927,20.001242314734416,109,0.03299725,6.156634,73.75602031444942,16.077559775111826,76,0.03488598,5.998034,97.21648209639534,29.479872401633507,107,0.018109603,6.843824,98.46743290560698,19.705656011532497,107,0.03330278,6.1296644
./data/train/Apple/Apple_scab/image (372).JPG,Apple_scab,65.99897470715041,38.262244245897705,43,0.011217997,7.191006,141.46171724821215,5.945277935275579,145,0.14915112,4.1542463,81.83712824702889,32.48827474892949,82,0.012936884,7.0473156,116.59738839996862,10.421663592782064,109,0.07668647,4.7124453,62.28057084664215,38.68324852055478,42,0.05280299,5.498211,83.22496293779477,35.292630750737885,54,0.013419379,7.1335974,55.91444763494292,32.297957480811114,31,0.013690782,6.9452167,106.36666562325081,44.0104692788481,83,0.014716082,7.298064,85.5769425250146,33.47202324981844,82,0.012273454,7.085561
./data/train/Apple/Apple_scab/image (228).JPG,Apple_scab,60.089609790920804,38.98330472809273,11,0.027788464,7.09114,134.01236976771543,7.7705144444293435,126,0.10928945,4.7309694,99.05460060402766,47.98298963987714,15,0.038057473,6.995107,110.78588917500383,12.176605161687473,128,0.071172796,5.180533,84.8699647436606,19.854323235286316,73,0.09431505,5.179341,97.29371722229735,48.86234580752421,11,0.042170994,6.9414454,81.09925712352015,40.299241353545376,20,0.026160812,7.0805893,111.65990924056132,45.78066642779844,115,0.018703206,7.435761,100.85419222251585,46.695569745256606,20,0.026367968,7.0573773
./data/train/Apple/Apple_scab/image (506).JPG,Apple_scab,56.49173695552963,42.19058457512163,0,0.018417519,7.1029253,136.06339149700943,7.591862323153013,145,0.06662647,4.665147,82.72916373090266,47.86665767835468,20,0.013210185,7.3851633,114.78241604417781,13.122247291837905,101,0.043193467,5.3245106,85.71576161447229,43.52973674820357,69,0.06687313,5.654217,81.89374310132553,49.177328656038995,10,0.016087921,7.3824043,64.06566719343391,43.0581419202228,20,0.01647162,7.2169647,106.9073369719772,50.95182118132574,255,0.019130101,7.5218983,86.08523590389086,46.92109018762044,97,0.010716146,7.4415665
./data/train/Apple/Apple_scab/image (601).JPG,Apple_scab,62.21201130112604,22.35996246113488,54,0.021226246,6.4761934,136.80645360457493,7.2434370399554355,139,0.099749014,4.509787,97.39250639513193,21.98961121728414,98,0.022409465,6.4498653,110.61247619954884,10.743850368987317,106,0.081283614,4.7835665,77.67640670438777,23.969600017744426,70,0.08182144,5.26854,97.50982423055393,20.9215216018206,95,0.024883471,6.392666,75.34177137106235,18.325512022855964,73,0.027285766,6.1315627,103.977733966487,32.887126791236525,93,0.017389745,7.0255394,99.7572253187609,19.230655566785675,98,0.024309788,6.2655134
./data/train/Apple/Apple_scab/image (427).JPG,Apple_scab,93.08318472528481,42.690613479426,72,0.019033175,7.2762513,133.03260721994593,7.629605518268143,136,0.06248341,4.936048,115.89315648918273,57.81892136619982,40,0.030672986,7.2213106,118.3403979456998,15.410160860595276,112,0.029800948,5.702566,76.14635036211985,46.5436689560493,2,0.042047393,6.212887,117.80109982582871,54.67747550578141,51,0.020966824,7.3034315,102.94854951288289,52.40011917924269,37,0.02600948,7.3142633,82.58176306564928,34.66786021964315,122,0.012473933,7.093485,123.6865214571153,52.001832343606395,72,0.013876777,7.4583654
./data/train/Apple/Apple_scab/image (55).JPG,Apple_scab,58.43421692254924,23.931226639026093,65,0.019418076,6.5321536,133.643363746276,6.455424629064295,138,0.11712687,4.309346,84.92143085382486,30.125560615377204,98,0.023437742,6.5408444,114.7848240843814,7.49434627125955,112,0.10336724,4.5041666,78.09013344603227,18.615259365310003,70,0.048792556,5.497601,85.02111838850033,31.38031113704318,95,0.024117993,6.6088204,69.55625958961537,22.224766038380917,78,0.024829164,6.3812537,85.57676028292917,30.060461121489478,68,0.025447574,6.7703466,86.24430325616413,28.37997404745832,96,0.023499582,6.544553
./data/train/Apple/Apple_scab/image (56).JPG,Apple_scab,72.12990773112324,43.61241952526811,66,0.0139957415,7.299861,135.64882831736395,7.122503065362772,130,0.08491129,4.704652,102.12777812501008,50.623331940362576,39,0.010503903,7.5377965,113.82032683867874,13.789270623455208,106,0.05345635,5.1857224,89.68068148662132,41.355312984253786,67,0.061802696,5.5826926,102.09246229940618,49.58714532571252,54,0.009850958,7.558007,83.1615330784989,45.128812898063536,44,0.0125479065,7.3907566,102.16794893746555,44.97585646754717,90,0.015982967,7.382575,106.57078762231686,47.4532264953276,115,0.009283179,7.5348287
./data/train/Apple/Apple_scab/image (549).JPG,Apple_scab,64.03607809418645,39.223834233703485,41,0.01784215,7.078249,137.85125497768058,6.8130813405517525,145,0.077062346,4.5831857,108.6660633860156,42.00790922325574,113,0.016241604,7.0959206,107.61001697400206,12.9141718770889,97,0.054129932,5.2324643,80.1940597557059,33.63726478619174,74,0.09123111,4.9830246,106.75973463596347,42.21490941212462,109,0.017422333,7.1332808,83.19182938865742,38.596438969904995,79,0.014509866,7.153409,114.2764222705955,50.58536001261089,89,0.010967675,7.6154346,110.27219781562962,40.47331675537397,113,0.016215365,7.152772
