image_path,label,blue_mean,blue_std,blue_peak_pos,blue_peak_val,blue_entropy,blue-yellow_mean,blue-yellow_std,blue-yellow_peak_pos,blue-yellow_peak_val,blue-yellow_entropy,green_mean,green_std,green_peak_pos,green_peak_val,green_entropy,green-magenta_mean,green-magenta_std,green-magenta_peak_pos,green-magenta_peak_val,green-magenta_entropy,hue_mean,hue_std,hue_peak_pos,hue_peak_val,hue_entropy,lightness_mean,lightness_std,lightness_peak_pos,lightness_peak_val,lightness_entropy,red_mean,red_std,red_peak_pos,red_peak_val,red_entropy,saturation_mean,saturation_std,saturation_peak_pos,saturation_peak_val,saturation_entropy,value_mean,value_std,value_peak_pos,value_peak_val,value_entropy
./data/train/Grape/Grape_healthy/image (286).JPG,Grape_healthy,72.09754311720098,32.97086245222557,71,0.017123016,6.89088,140.45076323753165,6.14990697997044,144,0.20873645,3.861405,115.98960950765832,28.101957948261443,121,0.022291727,6.702329,105.9079697194502,7.35762982333159,103,0.11498396,4.34525,71.35990027638763,11.00274694614341,67,0.13907811,4.399709,114.41378879930926,29.643213484246484,119,0.02451825,6.7626715,85.38717571786037,31.984167498415978,82,0.02051581,6.777404,104.70371352511575,39.018282711161675,102,0.018024227,7.145761,116.47605158857914,28.58734428241299,121,0.022159196,6.7216682
./data/train/Grape/Grape_healthy/image (372).JPG,Grape_healthy,90.4709767915192,34.3971184527478,90,0.013695358,7.122044,141.04185468931973,5.57354369304106,141,0.18939936,3.7411585,125.42843184465892,29.06150869138452,132,0.015792128,6.8898926,109.08230547497078,6.26395149531763,110,0.114738435,4.303257,65.56854257822852,13.753362539371729,58,0.124850705,4.661404,125.24529569259903,30.28974878437338,135,0.016322955,6.941152,94.78721756707819,33.402634571841645,90,0.014279269,7.0503244,79.98110253736377,35.02257924582318,62,0.021073865,6.9542336,125.82251763436943,29.366860781414253,132,0.015606338,6.908366
./data/train/Grape/Grape_healthy/image (228).JPG,Grape_healthy,83.41590241416816,33.49046526396686,76,0.017281927,6.9998918,140.82030980802665,5.674242451579159,144,0.19377428,3.792617,114.94952829274007,28.291911368588885,113,0.020347225,6.7888594,110.28967140998066,5.910533288308534,109,0.100097775,4.306196,64.0515287549133,12.709478305852882,58,0.12356314,4.629007,115.17910840433615,29.929403586703202,109,0.022302672,6.858897,85.70097517634713,32.94938827656458,76,0.018814577,6.8687887,80.0430461920514,32.35466956451724,83,0.018418202,6.921524,115.33800158795566,28.8332174122268,113,0.020426499,6.802059
./data/train/Grape/Grape_healthy/image (307).JPG,Grape_healthy,78.53101502969002,35.58240033851297,79,0.0113868015,7.140854,140.26769404212973,5.30022790555426,141,0.22983284,3.6528099,112.9972914538721,30.20801100190061,109,0.012930281,6.9458294,109.37462749469705,5.981665696310149,104,0.089900404,4.3114305,66.48069226186453,11.836677202044276,64,0.10778147,4.652996,112.7310264483458,31.766690954942906,109,0.01421166,7.009063,84.43895975623855,34.3042190001678,79,0.012609936,7.056883,88.04033428175171,38.11788378766775,61,0.013803949,7.185621,113.43928046071596,30.578720159596383,109,0.012959404,6.9590144
./data/train/Grape/Grape_healthy/image (55).JPG,Grape_healthy,78.10500006651273,34.57531857782335,88,0.01944204,6.862523,138.10942846978287,6.467276401327126,141,0.15194088,4.135033,139.8330449554851,26.18017348240821,152,0.026399894,6.577529,101.15220587582007,8.356375961860458,97,0.13403022,4.3313985,77.21462790569785,8.41683875286153,73,0.21958852,4.0644655,136.28770169644122,26.813334618646095,147,0.02716559,6.5929604,109.90888187245582,30.505499725429914,115,0.023836473,6.6450715,118.7825751880664,37.99561093341616,107,0.02143951,7.0767345,140.46404537544004,26.659625376998758,152,0.026433185,6.59297
./data/train/Grape/Grape_healthy/image (359).JPG,Grape_healthy,88.89974624250499,28.145906128319186,87,0.027184872,6.4546003,139.35151775191844,5.662832528959384,141,0.22494304,3.6362643,147.44292026582661,20.95834361602998,150,0.03357515,6.127028,101.57431233490752,7.644705923660911,99,0.1649687,4.0835714,74.973260343726,8.330231604957447,71,0.14176466,4.134313,144.0305106499327,21.31721942144302,149,0.03360134,6.134484,115.13998382568025,24.7593942470244,109,0.03208234,6.222696,104.23989749924112,29.44302331302455,110,0.0266087,6.5933332,147.8441456492801,21.028378341762735,150,0.033418015,6.1412144
./data/train/Grape/Grape_healthy/image (21).JPG,Grape_healthy,85.42346664716206,36.12996268419894,83,0.013660209,7.138267,140.74796052115562,5.084644151340748,144,0.17877734,3.6546493,125.46159031656134,30.79423459405172,122,0.015659897,6.964208,107.22609426298368,6.350865825322659,105,0.11852698,4.23463,68.60865825158544,10.97667056834696,67,0.14005609,4.17697,124.41951895581224,31.890985133682246,124,0.016231237,7.0061293,94.51098536426252,34.623493697371984,87,0.015374227,7.048126,88.74650725945139,35.54345379005981,84,0.017477795,7.0708065,125.71227854505923,31.03572384806458,122,0.015685868,6.9739017
./data/train/Grape/Grape_healthy/image (397).JPG,Grape_healthy,81.47132035724644,33.24943764084411,76,0.01536978,7.0122395,142.29445120757737,5.573038326173946,144,0.21982293,3.7628324,117.32907691590663,28.12553303945423,112,0.017298307,6.8309655,108.19142065642518,6.580387017461942,109,0.11498115,4.480563,64.36755960043229,12.822109574300907,58,0.08950121,4.674665,116.79534207982942,29.457186141536777,119,0.019928118,6.8828526,84.61119725104072,32.29344106368463,81,0.016743125,6.8899984,87.2508249104576,34.22077038954391,78,0.019197615,7.0056763,117.61093435999646,28.447033073634945,112,0.017269088,6.843346
./data/train/Grape/Grape_healthy/image (382).JPG,Grape_healthy,99.53552982711699,40.414069590768655,98,0.013129995,7.2913084,138.21880668946324,5.954045342564089,140,0.17805687,3.9517508,139.4276896720039,35.04473847023174,143,0.01603871,7.110151,108.41276568837202,6.061507541194857,107,0.095797315,4.377622,70.81691422096628,10.26354974545714,67,0.11955635,4.6333656,138.47327741440313,35.685080169361186,149,0.016120262,7.121612,112.58639131279051,39.38785729586667,112,0.015413472,7.1596923,81.2966617040438,35.09399096598822,65,0.017425107,7.002631,140.06005015660048,35.66641930885314,143,0.01603871,7.113624
./data/train/Grape/Grape_healthy/image (84).JPG,Grape_healthy,82.49895996263513,34.70606567895357,78,0.014831339,7.040044,142.88195313316828,5.691550401164784,145,0.16715401,3.7207737,120.68908460422244,28.696376439044283,122,0.016459169,6.8483305,107.10351700220781,6.465070740630465,103,0.10161879,4.2948704,65.01787576215429,11.785774570228165,62,0.12278058,4.4470587,119.7837394578819,30.001423077351387,112,0.017062068,6.899668,86.43704192478617,34.32501868145471,75,0.015584963,6.945495,89.29475772559817,34.0336419461121,84,0.019081783,7.005585,120.94610093108349,29.09233606859798,122,0.016368734,6.860477
./data/train/Grape/Grape_healthy/image (8).JPG,Grape_healthy,74.98103185625587,35.69757115729187,75,0.013404148,7.1346464,138.83440023429648,6.960093544124764,141,0.1586298,4.2615285,114.21803514189742,30.50353808214964,116,0.015736526,6.9551487,108.26355913962107,7.072536238957628,107,0.102624625,4.549363,71.26847658789848,12.492071313274035,67,0.11347159,4.913494,113.4185353169778,32.00736877314391,109,0.016607655,7.015382,87.40083190886799,35.469556424652616,75,0.014612488,7.069253,98.21589943727668,43.055638591616706,84,0.016073737,7.2853546,115.02888769968195,31.196881039491057,116,0.015680324,6.9822006
./data/train/Grape/Grape_healthy/image (388).JPG,Grape_healthy,66.32703292488259,27.1093044212691,66,0.027192347,6.366341,142.47812761893329,6.536335139514924,146,0.26525584,3.5674942,125.27369291860487,20.078745604773346,128,0.033280186,6.1797585,100.15755950990751,8.119606482380572,97,0.21974199,3.8340652,73.21353827752864,9.630502276079682,69,0.19005653,3.8668375,121.94535382436152,20.988035526375945,124,0.03551239,6.2180624,88.41516145902642,25.729386207822262,82,0.030961009,6.296608,124.05302201789527,34.53621655037158,126,0.02301783,6.727269,125.6585880802013,20.50502123271537,128,0.033309177,6.2063246
./data/train/Grape/Grape_healthy/image (398).JPG,Grape_healthy,66.05061301370006,34.49187995824125,56,0.0162117,6.925045,142.07715948516852,6.794763416085383,144,0.16465181,4.1955094,123.15774363301898,27.44938098208392,132,0.023732591,6.6257906,101.09406745703018,8.712484796741007,97,0.12186629,4.405772,73.31534789408761,10.247998575020155,69,0.11707521,4.3235593,119.91211701098655,28.692461007226893,119,0.02545961,6.6894517,87.50370477671822,31.325231933748206,87,0.022841226,6.7414703,126.20699158918433,45.08104646828484,118,0.012116992,7.3657875,123.54846844164422,27.751469922983087,132,0.02367688,6.643492
./data/train/Grape/Grape_healthy/image (410).JPG,Grape_healthy,77.14521416070784,37.963932640688896,45,0.01056212,7.2172556,140.02306489712828,5.0745462246862925,141,0.21228667,3.5865386,109.39939090215194,32.60913249329567,111,0.011964435,7.0520563,110.26987151750836,5.9036754866971695,110,0.09189641,4.3597293,65.57903642324527,12.169958019374906,61,0.10809763,4.796737,109.29042847240453,34.352053523957665,109,0.012740184,7.117239,81.7916220139141,35.430864854281815,56,0.012113618,7.091793,87.88856085988664,40.34109807393984,56,0.014619883,7.2412214,109.8192208024193,32.83239398223553,111,0.011964435,7.056492
./data/train/Grape/Grape_healthy/image (396).JPG,Grape_healthy,75.39969115918211,25.668009362570913,75,0.02750902,6.4440894,144.08435646242287,5.9948591562609845,147,0.24601224,3.4943607,110.3700382081006,20.46254176010452,111,0.031405263,6.24951,107.77747077644744,5.759488104578553,107,0.17381413,3.8308568,61.760525307196076,12.716980234455233,56,0.22815229,4.2095284,109.90021499052091,21.982970966022265,109,0.035536844,6.317431,74.8610167982988,27.32254520377507,70,0.030280843,6.384653,92.68466600761894,27.410518963979364,89,0.03347105,6.516743,110.77380911297223,21.218063011732806,111,0.031352963,6.2683415
./data/train/Grape/Grape_healthy/image (351).JPG,Grape_healthy,70.70928415992967,38.43081266338071,86,0.013315232,7.1109495,138.56889932400372,5.44285870000459,141,0.2083442,3.8297434,134.72317255246162,28.771416595794307,153,0.019555114,6.8010454,100.50127943255211,7.751791263971262,99,0.124301605,4.185093,76.92637520697463,8.238955117069846,73,0.117330685,4.348064,130.95987095355667,29.413505936373024,149,0.02007728,6.829797,104.05647246847366,30.759634343588548,111,0.019685656,6.7701254,129.98446547368076,48.23426744377208,110,0.01287139,7.467044,135.08762023931922,29.07766095458565,153,0.019424573,6.8160334
./data/train/Grape/Grape_healthy/image (4).JPG,Grape_healthy,75.28535287550767,30.95513695888706,78,0.021420306,6.728915,141.32189936979557,6.440181821293955,144,0.2549447,3.670301,129.44807712538022,24.33670002248404,136,0.031027151,6.4081306,102.2643636984867,7.750889433627112,99,0.11557816,4.3910418,72.40375619512633,9.657794877377032,71,0.12432389,4.603594,126.66884681420197,24.950998451113378,131,0.031215522,6.434307,94.99625994000962,26.59321264395403,96,0.030058395,6.367341,111.91055152675108,38.20060972369708,112,0.016791798,7.113199,129.81636676380003,24.530481881146777,136,0.030865692,6.4174156
./data/train/Grape/Grape_healthy/image (308).JPG,Grape_healthy,81.18257573235314,30.027536300368627,81,0.01814272,6.82712,140.22979916090117,4.486578987837799,141,0.2889891,3.3629532,124.6621781150534,26.036643770292038,131,0.019645914,6.6969204,106.0966419322067,5.7351231095093675,105,0.16764791,3.8045185,70.40371239515662,9.401824556970338,67,0.19161552,3.9137254,123.31393795184704,26.787734154674496,124,0.019666793,6.726795,94.02816411203821,28.879861658029384,90,0.018894317,6.754125,94.26606560053915,30.800837308522976,86,0.023779698,6.7952414,124.8868632097874,26.21025623362458,131,0.019520648,6.706545
./data/train/Grape/Grape_healthy/image (18).JPG,Grape_healthy,80.91902060009306,30.49187871782987,76,0.022694506,6.694928,139.45445303927409,6.1198706398154545,143,0.25124153,3.6061442,139.27804867672967,25.015064878147417,144,0.035510227,6.284891,101.62359163051588,8.278182886773244,97,0.13798259,4.3675623,75.21741367544746,8.950130658441797,71,0.16615048,4.2005606,135.98208446466015,25.190923106539792,141,0.03572382,6.32335,107.13413794428925,25.857778699781473,105,0.03155871,6.328361,110.77916946460027,34.27217694491097,119,0.019757569,6.966568,139.69984515674878,24.976650387892363,144,0.035483528,6.299154
./data/train/Grape/Grape_healthy/image (95).JPG,Grape_healthy,73.07181566438885,28.22678109884557,78,0.020538619,6.6694117,144.63413412514637,7.085089939135058,147,0.28959453,3.537497,112.3967415877778,25.445596723598243,114,0.026884822,6.4316425,106.0494548335264,6.949284075386792,105,0.109477766,4.2042727,63.72925950945864,12.509321948051717,57,0.11118547,4.5973797,111.08990780459135,26.448192438603048,114,0.027992522,6.498466,74.92213809653549,27.424563725571463,73,0.027184825,6.4302406,99.13336281576994,29.832102112849235,96,0.028615605,6.728885,112.7897676820321,25.5470680766424,114,0.026792513,6.4407454
./data/train/Grape/Grape_healthy/image (366).JPG,Grape_healthy,70.29651585049578,33.07242828704083,48,0.013221359,7.0176573,138.86804301894153,5.18358222165573,141,0.16177723,3.9803452,132.90310955583118,31.13531929512435,137,0.015462748,6.917675,100.6751126840245,8.131454034417281,97,0.095415086,4.412151,76.52547899560886,8.655857428875816,75,0.16399024,4.0677543,129.0750725500111,30.99707366619837,138,0.014952051,6.9186363,101.81368123539141,31.818184332415726,98,0.013959031,7.024582,125.16923871790641,42.215590541117166,128,0.010923225,7.3565035,133.16986319838907,31.04356530456219,137,0.015008795,6.9187365
./data/train/Grape/Grape_healthy/image (177).JPG,Grape_healthy,76.89486155224222,30.06453085679207,71,0.02627777,6.5292253,143.07414240447906,5.5773161742167545,146,0.26921085,3.3745146,124.19931863094644,22.632669242410874,122,0.027913315,6.37123,103.71887778384553,6.952522611939995,100,0.16876107,3.871911,69.03192081911766,10.708202593431357,66,0.18424425,3.9124715,122.17263206271491,23.969055631396028,119,0.03295625,6.396759,87.94357383828537,29.099617029367103,83,0.028867384,6.4325204,102.26378592565197,31.230166139019428,106,0.023442823,6.6616406,124.48472191919427,23.165881323971053,122,0.027940575,6.3823013
./data/train/Grape/Grape_healthy/image (272).JPG,Grape_healthy,85.24308432875478,32.006905183525845,97,0.016980661,6.9552803,141.15904211718953,5.9654591764329,144,0.24241836,3.5794444,112.41139270850181,27.27206187030971,121,0.020865126,6.730188,111.94398031949095,5.726195971001125,112,0.12588441,4.2601285,60.688992793118814,15.154204803085932,51,0.09192309,4.959701,113.34241605549141,29.048242240090055,124,0.023417775,6.8061996,83.3631140685502,30.066743611092793,88,0.02039344,6.7642927,79.6906579419865,32.158134615024004,70,0.028661802,6.74103,112.94167758777076,27.61314780290801,121,0.02083738,6.745278
./data/train/Grape/Grape_healthy/image (383).JPG,Grape_healthy,80.90621184144038,36.91216434973939,95,0.014848326,7.0503006,137.9423167494988,6.02577521999701,140,0.19781335,3.7760377,144.77147501425497,28.909549568393384,160,0.024012528,6.669133,100.80291164248592,8.928871323127675,94,0.090684995,4.5422993,77.51789288919281,8.597610071643915,73,0.111681454,4.3964014,140.8585055878466,28.817087465031193,156,0.024679543,6.686838,114.65355862276738,29.15377539148466,122,0.022127487,6.635261,118.22136133186177,43.757230000166,110,0.01455832,7.3448124,145.23325250178823,28.976123158520313,160,0.024012528,6.676192
./data/train/Grape/Grape_healthy/image (130).JPG,Grape_healthy,72.39324651873176,34.93704750041624,72,0.018307617,6.9258075,136.9866835530156,6.3580778239743525,139,0.20386358,3.9192486,120.77314508489508,28.226695879905847,122,0.023665197,6.7089076,105.81141358969762,7.5411279321355025,103,0.12980652,4.3062277,76.2682457929368,10.302784463635016,73,0.14829782,4.5892963,119.07586372305741,29.493825580785867,119,0.0238795,6.753667,95.57913901622669,32.88240584964104,91,0.022501837,6.736621,110.7344479955209,40.090215059578235,108,0.015001224,7.234969,121.63657223744667,28.905460002112783,122,0.023665197,6.7206097
./data/train/Grape/Grape_healthy/image (169).JPG,Grape_healthy,72.05211567265542,32.5197011350211,93,0.017465465,6.8770185,135.4405168769299,7.559915094827653,141,0.20516814,3.948266,119.37793307975517,38.84052592736348,136,0.026147129,6.4915953,106.95776605117317,9.736266539569884,103,0.10463958,4.7807536,78.63751424742622,11.017014917526614,75,0.07956489,4.970646,117.34050012807529,38.43086401438689,141,0.025968388,6.5703135,96.49906854150504,30.301747117538795,103,0.02241912,6.6166997,105.70528343812111,36.36067439490569,94,0.018180426,7.127162,120.14935057925868,38.158229114240754,136,0.0262748,6.5136366
./data/train/Grape/Grape_healthy/image (68).JPG,Grape_healthy,106.12114418858619,38.861868443094785,121,0.014002055,7.2265635,140.3227876798337,5.977833823744634,143,0.20572986,3.7921672,136.6882037648429,33.50002558003244,148,0.017729564,7.0042295,111.13920715855056,5.552809662539702,110,0.09806217,4.250056,63.1627200171024,13.45256447852596,56,0.087644264,5.0743475,137.10477643515333,34.45505810989159,151,0.018350815,7.034015,107.64536076383956,37.242771523829504,117,0.01686937,7.0785627,69.56889926426084,30.689925856630524,56,0.029294401,6.677409,137.21373429824598,33.88778409488654,148,0.017681776,7.009906
./data/train/Grape/Grape_healthy/image (409).JPG,Grape_healthy,97.93831977699483,42.10575323593554,106,0.01247894,7.3378677,140.35963349833582,6.023045059262583,143,0.16922243,4.044158,134.56803447141465,38.509134574996104,145,0.014849082,7.214776,108.81747161096973,6.108645603109634,108,0.0888946,4.4756536,66.36500177499511,11.201643367108687,62,0.08572489,4.943764,133.71598257304322,39.35844744632731,152,0.014934749,7.2294855,104.45363947612168,40.676801464808534,106,0.013592621,7.2452097,80.35006700303165,38.50152309448194,56,0.019932037,6.984811,134.9349785737104,38.797973780029956,145,0.01479197,7.2185984
./data/train/Grape/Grape_healthy/image (211).JPG,Grape_healthy,60.11222852073843,30.785111544383504,62,0.02625059,6.5435376,133.17605395108694,4.624369787566019,136,0.25899598,3.690965,130.1400426250184,22.04981901666439,142,0.035512034,6.33006,100.97189036948839,7.791693214794735,98,0.19764629,3.7751853,82.19693778280634,6.593476137362926,79,0.28940538,3.5529184,126.56223418394802,22.65229288717622,137,0.036986787,6.348837,108.745899899106,24.45530118983571,113,0.033122934,6.329564,142.77613215503516,39.76589952551445,144,0.019024303,7.022264,130.8212600898696,22.586478911373238,142,0.035069607,6.361011
./data/train/Grape/Grape_healthy/image (370).JPG,Grape_healthy,92.61907584196706,40.34855532098933,109,0.014075306,7.259195,140.08471780027685,5.698692353499693,141,0.15978739,3.9495497,130.53441618899888,36.6706735710979,143,0.015827296,7.150794,108.36886871552633,5.875373349541453,106,0.0964782,4.36649,67.45599219406358,10.45032449472888,64,0.097042404,4.798493,129.60761421820098,37.587815796796264,143,0.016094549,7.1685176,100.89853325441982,39.60937749057154,112,0.014580117,7.182909,84.22484862552301,38.98327421830767,62,0.019212496,7.007455,130.90666996581604,37.100430010678025,143,0.0157976,7.157035
./data/train/Grape/Grape_healthy/image (418).JPG,Grape_healthy,74.38128667384444,29.651712410718194,73,0.01670658,6.863426,139.04609988158336,5.55814610817794,141,0.20578173,3.796421,113.16703734663315,24.388390729985332,110,0.02149618,6.618116,108.2302428842886,6.57596936615066,109,0.09804425,4.4389896,70.36255528980837,10.979991888352297,65,0.12780818,4.461255,112.59257098607486,25.74998685282487,109,0.021410652,6.6900215,86.00778318147059,29.265584258419583,70,0.017989509,6.7811604,93.87926205700205,35.52703784734374,75,0.015252594,7.103924,113.71131229917228,24.962475414787498,110,0.02146767,6.6472883
./data/train/Grape/Grape_healthy/image (335).JPG,Grape_healthy,83.38538483699085,31.461126091135007,83,0.018966898,6.7792993,141.507807740134,6.5315272530641195,145,0.21645579,3.6885147,139.51142694801092,26.174437450368945,146,0.024868252,6.514662,101.54566807401352,7.649164106627469,99,0.15219662,4.1145763,72.53148502757904,8.957500622544655,68,0.12655123,4.3288016,136.22136174563457,26.388225218505124,139,0.028778201,6.5243893,103.85800370623292,27.685954182735546,99,0.024042549,6.4926205,107.37448108840908,34.29457229161695,98,0.0211283,6.9341316,139.87801537156702,26.121206414894797,146,0.024868252,6.516969
